40150,36926,3224,8.73,376.816,309.383
41153,37383,3770,10.08,381.033,312.846
40002,35922,4080,11.36,373.161,306.383
39994,35484,4510,12.71,364.325,299.129
36836,30618,6218,20.31,329.563,270.586
34994,29604,5390,18.2,311.096,255.424
40246,34488,5758,16.7,345.826,283.94
39770,35004,4766,13.62,354.659,291.192
40609,35571,5038,14.16,360.731,296.178
40591,35955,4636,12.89,367.923,302.082
40420,36523,3897,10.67,369.37,303.27
36553,31207,5346,17.13,333.98,274.214
35368,29654,5714,19.27,312.766,256.795
40478,35554,4924,13.85,357.657,293.654
40714,36647,4067,11.1,372.518,305.855
40536,36807,3729,10.13,374.623,307.584
40524,36482,4042,11.08,375.41,330.64
40810,35775,5035,14.08,365.826,322.2
36920,31045,5875,18.92,335.586,295.565
35151,31333,3818,12.18,328.514,289.337
40649,36721,3928,10.7,371.635,327.315
41157,36386,4771,13.11,374.848,330.146
40786,36067,4719,13.08,374.025,329.421
40648,36331,4317,11.88,371.513,327.208
37717,30740,6977,22.7,336.511,296.381
36049,31478,4571,14.52,338.342,297.993
35251,31064,4187,13.48,328.236,289.093
40272,34479,5793,16.8,357.815,315.144
38658,33906,4752,14.02,357.298,314.688
40164,36100,4064,11.26,369.086,325.071
40630,34275,6355,18.54,364.341,320.892
40427,34379,6048,17.59,357.62,314.972
37079,30424,6655,21.87,330.097,290.732
34759,28616,6143,21.47,307.806,271.099
39330,32954,6376,19.35,337.203,296.99
39597,33328,6269,18.81,343.997,302.973
39972,33542,6430,19.17,347.032,305.647
39807,34983,4824,13.79,357.805,315.135
40025,35157,4868,13.85,362.903,319.625
35969,28996,6973,24.05,321.683,283.321
34452,28990,5462,18.84,305.622,269.175
40403,35049,5354,15.27,352.365,310.343
40285,35593,4692,13.18,363.805,320.42
40601,36507,4094,11.21,371.723,327.393
40424,36368,4056,11.15,374.813,330.114
40228,34613,5615,16.22,359.782,316.877
35403,30636,4767,15.56,329.676,290.36
34611,29629,4982,16.81,332.912,329.305
39989,35383,4606,13.02,374.997,370.933
40050,35469,4581,12.92,382.283,378.14
39136,33717,5419,16.07,369.469,365.466
39153,33277,5876,17.66,363.107,359.172
39285,34200,5085,14.87,365.96,361.994
34982,30088,4894,16.27,339.934,336.251
33239,29047,4192,14.43,323.579,320.073
39318,34357,4961,14.44,364.627,360.676
38812,34664,4148,11.97,375.452,371.384
39916,35341,4575,12.95,379.44,375.328
39889,35264,4625,13.12,379.549,375.436
34199,29375,4824,16.42,336.406,332.76
33070,28676,4394,15.33,324.443,320.927
33578,28191,5387,19.11,315.099,311.685
39253,33228,6025,18.13,353.608,349.777
38936,32961,5975,18.13,358.369,354.485
38470,32428,6042,18.63,353.586,349.754
38401,31508,6893,21.88,345.22,341.479
36939,30594,6345,20.74,335.219,331.586
32072,26460,5612,21.21,299.075,295.834
31257,25836,5421,20.98,285.911,282.814
36566,29947,6619,22.1,322.52,319.026
36722,30106,6616,21.98,331.081,327.493
36388,30709,5679,18.49,333.252,329.642
36821,31162,5659,18.16,339.548,335.869
37499,31255,6244,19.98,342.488,338.777
33013,28161,4852,17.23,317.598,314.157
32241,27926,4315,15.45,306.994,303.668
36162,28505,7657,26.86,317.882,314.438
36449,31917,4532,14.2,354.88,308.174
37393,33316,4077,12.24,370.298,321.562
37506,33699,3807,11.3,376.725,327.144
38091,33670,4421,13.13,375.175,325.798
37012,32451,4561,14.06,365.06,317.014
31819,28030,3789,13.52,328.143,284.955
36591,32889,3702,11.26,366.325,318.112
37289,32938,4351,13.21,372.984,323.896
37046,32345,4701,14.53,365.062,317.016
32222,27817,4405,15.84,327.782,284.642
31667,27177,4490,16.52,317.045,275.318
31704,26962,4742,17.59,315.235,273.747
31796,26364,5432,20.6,306.186,265.889
35975,30884,5091,16.48,343.019,297.874
35615,30530,5085,16.66,347.02,301.348
34313,30329,3984,13.14,344.907,299.513
34761,30179,4582,15.18,344.383,299.059
34982,30172,4810,15.94,340.092,295.332
31218,26430,4788,18.11,310.783,269.881
29653,25233,4420,17.52,290.594,252.349
33493,29219,4274,14.63,327.845,284.696
33840,30037,3803,12.66,339.681,294.975
34065,30286,3779,12.48,344.323,299.006
34172,30343,3829,12.62,344.324,299.007
34251,30131,4120,13.67,340.919,296.05
29599,26498,3101,11.7,310.311,269.47
28487,25725,2762,10.74,295.766,256.84
34260,30207,4053,13.42,336.028,291.803
34240,29624,4616,15.58,337.427,293.017
33380,29714,3666,12.34,336.649,292.342
33719,30080,3639,12.1,341.334,296.41
